time,sensor,id,detect,read,measure,share,visit,detectHerald,delete,data
2022-11-29 22:18:31,BLE,AB7B8E8A-1F38-4B68-9E55-19F2339D699A,1,,,,,,,
2022-11-29 22:18:31,BLE,AB7B8E8A-1F38-4B68-9E55-19F2339D699A,,,3,,,,,RSSI:-66.0
2022-11-29 22:18:31,BLE,123EDCFA-F674-43A3-84EF-0A0F9DC636D3,1,,,,,,,
2022-11-29 22:18:31,BLE,123EDCFA-F674-43A3-84EF-0A0F9DC636D3,,,3,,,,,RSSI:-64.0
2022-11-29 22:18:31,BLE,CA3CDC21-FA70-488E-87D8-6B7F9C1A431A,1,,,,,,,
2022-11-29 22:18:31,BLE,CA3CDC21-FA70-488E-87D8-6B7F9C1A431A,,,3,,,,,RSSI:-64.0
2022-11-29 22:18:31,BLE,CC491B32-2750-4F83-AE4F-5E42EF253514,1,,,,,,,
2022-11-29 22:18:31,BLE,CC491B32-2750-4F83-AE4F-5E42EF253514,,,3,,,,,RSSI:-65.0
2022-11-29 22:18:31,BLE,1E856064-A2C2-4278-B51D-E550F3F635FD,1,,,,,,,
2022-11-29 22:18:31,BLE,1E856064-A2C2-4278-B51D-E550F3F635FD,,,3,,,,,RSSI:-68.0
2022-11-29 22:18:32,BLE,8FAE1A2A-97CA-4017-86B8-A54A03EB6EF0,1,,,,,,,
2022-11-29 22:18:32,BLE,8FAE1A2A-97CA-4017-86B8-A54A03EB6EF0,,,3,,,,,RSSI:-67.0
2022-11-29 22:18:32,BLE,F47B4BC0-086E-48CE-99F2-AC5CA64D6D91,1,,,,,,,
2022-11-29 22:18:32,BLE,F47B4BC0-086E-48CE-99F2-AC5CA64D6D91,,,3,,,,,RSSI:-67.0
2022-11-29 22:18:32,BLE,4CF79CAF-2D05-412E-9F1B-886724000435,1,,,,,,,
2022-11-29 22:18:32,BLE,4CF79CAF-2D05-412E-9F1B-886724000435,,,3,,,,,RSSI:-71.0
2022-11-29 22:18:32,BLE,F47B4BC0-086E-48CE-99F2-AC5CA64D6D91,,,3,,,,,RSSI:-74.0
2022-11-29 22:18:32,BLE,2525B0D6-FEEF-4732-B26D-0511C97D541B,1,,,,,,,
2022-11-29 22:18:32,BLE,2525B0D6-FEEF-4732-B26D-0511C97D541B,,,3,,,,,RSSI:-74.0
2022-11-29 22:18:32,BLE,49AA363E-4A1D-48E8-882A-35E55BDB90FF,1,,,,,,,
2022-11-29 22:18:32,BLE,49AA363E-4A1D-48E8-882A-35E55BDB90FF,,,3,,,,,RSSI:-72.0
2022-11-29 22:18:32,BLE,AB7B8E8A-1F38-4B68-9E55-19F2339D699A,,,,,,6,,
2022-11-29 22:18:32,BLE,AB7B8E8A-1F38-4B68-9E55-19F2339D699A,,2,,,,,,ql8F4g
2022-11-29 22:18:32,BLE,DA8ED26D-8E7E-45FD-A537-A5307DE112EC,1,,,,,,,
2022-11-29 22:18:32,BLE,DA8ED26D-8E7E-45FD-A537-A5307DE112EC,,,3,,,,,RSSI:-74.0
2022-11-29 22:18:32,BLE,F47B4BC0-086E-48CE-99F2-AC5CA64D6D91,,,3,,,,,RSSI:-72.0
2022-11-29 22:18:32,BLE,38F4D9DB-E2A1-4323-BDAA-0D71A433EA43,1,,,,,,,
2022-11-29 22:18:32,BLE,38F4D9DB-E2A1-4323-BDAA-0D71A433EA43,,,3,,,,,RSSI:-71.0
2022-11-29 22:18:32,BLE,879BBC19-C92A-49E3-809B-A5DD5D82EE5F,1,,,,,,,
2022-11-29 22:18:32,BLE,879BBC19-C92A-49E3-809B-A5DD5D82EE5F,,,3,,,,,RSSI:-71.0
2022-11-29 22:18:33,BLE,59C44ACE-10FC-415A-8E58-86240E337559,1,,,,,,,
2022-11-29 22:18:33,BLE,59C44ACE-10FC-415A-8E58-86240E337559,,,3,,,,,RSSI:-78.0
2022-11-29 22:18:33,BLE,DA8ED26D-8E7E-45FD-A537-A5307DE112EC,,,3,,,,,RSSI:-70.0
2022-11-29 22:18:33,BLE,59C44ACE-10FC-415A-8E58-86240E337559,,,3,,,,,RSSI:-76.0
2022-11-29 22:18:33,BLE,38F4D9DB-E2A1-4323-BDAA-0D71A433EA43,,,3,,,,,RSSI:-76.0
2022-11-29 22:18:33,BLE,1E856064-A2C2-4278-B51D-E550F3F635FD,,,3,,,,,RSSI:-71.0
2022-11-29 22:18:33,BLE,F47B4BC0-086E-48CE-99F2-AC5CA64D6D91,,,3,,,,,RSSI:-71.0
2022-11-29 22:18:33,BLE,AB7B8E8A-1F38-4B68-9E55-19F2339D699A,,,3,,,,,RSSI:-71.0
2022-11-29 22:18:33,BLE,49AA363E-4A1D-48E8-882A-35E55BDB90FF,,,3,,,,,RSSI:-75.0
2022-11-29 22:18:33,BLE,F47B4BC0-086E-48CE-99F2-AC5CA64D6D91,,,,,,6,,
2022-11-29 22:18:33,BLE,F47B4BC0-086E-48CE-99F2-AC5CA64D6D91,,2,,,,,,ql8F4g
2022-11-29 22:18:33,BLE,CC491B32-2750-4F83-AE4F-5E42EF253514,,,3,,,,,RSSI:-75.0
2022-11-29 22:18:33,BLE,123EDCFA-F674-43A3-84EF-0A0F9DC636D3,,,3,,,,,RSSI:-74.0
2022-11-29 22:18:33,BLE,2525B0D6-FEEF-4732-B26D-0511C97D541B,,,3,,,,,RSSI:-75.0
2022-11-29 22:18:34,BLE,879BBC19-C92A-49E3-809B-A5DD5D82EE5F,,,3,,,,,RSSI:-76.0
2022-11-29 22:18:34,BLE,4CF79CAF-2D05-412E-9F1B-886724000435,,,3,,,,,RSSI:-76.0
2022-11-29 22:18:34,BLE,9588AA8A-CE91-464C-A278-4C137A948123,1,,,,,,,
2022-11-29 22:18:34,BLE,9588AA8A-CE91-464C-A278-4C137A948123,,,3,,,,,RSSI:-75.0
2022-11-29 22:18:34,BLE,1E856064-A2C2-4278-B51D-E550F3F635FD,,,3,,,,,RSSI:-79.0
2022-11-29 22:18:34,BLE,CA3CDC21-FA70-488E-87D8-6B7F9C1A431A,,,3,,,,,RSSI:-77.0
2022-11-29 22:18:34,BLE,CC491B32-2750-4F83-AE4F-5E42EF253514,,,,,,6,,
2022-11-29 22:18:34,BLE,CC491B32-2750-4F83-AE4F-5E42EF253514,,2,,,,,,ql8F4g
2022-11-29 22:18:35,BLE,1E856064-A2C2-4278-B51D-E550F3F635FD,,,3,,,,,RSSI:-77.0
2022-11-29 22:18:35,BLE,8FAE1A2A-97CA-4017-86B8-A54A03EB6EF0,,,3,,,,,RSSI:-76.0
2022-11-29 22:18:35,BLE,4CF79CAF-2D05-412E-9F1B-886724000435,,,3,,,,,RSSI:-78.0
2022-11-29 22:18:35,BLE,4CF79CAF-2D05-412E-9F1B-886724000435,,,3,,,,,RSSI:-72.0
2022-11-29 22:18:35,BLE,38F4D9DB-E2A1-4323-BDAA-0D71A433EA43,,,3,,,,,RSSI:-72.0
2022-11-29 22:18:35,BLE,CA3CDC21-FA70-488E-87D8-6B7F9C1A431A,,,,,,6,,
2022-11-29 22:18:35,BLE,CA3CDC21-FA70-488E-87D8-6B7F9C1A431A,,2,,,,,,ql8F4g
2022-11-29 22:18:36,BLE,38F4D9DB-E2A1-4323-BDAA-0D71A433EA43,,,3,,,,,RSSI:-71.0
2022-11-29 22:18:36,BLE,F1E92329-585C-4B4D-AF8F-F891253C5EFD,1,,,,,,,
2022-11-29 22:18:36,BLE,F1E92329-585C-4B4D-AF8F-F891253C5EFD,,,3,,,,,RSSI:-71.0
2022-11-29 22:18:37,BLE,38F4D9DB-E2A1-4323-BDAA-0D71A433EA43,,,3,,,,,RSSI:-75.0
2022-11-29 22:18:37,BLE,4CF79CAF-2D05-412E-9F1B-886724000435,,,,,,6,,
2022-11-29 22:18:37,BLE,4CF79CAF-2D05-412E-9F1B-886724000435,,2,,,,,,ql8F4g
2022-11-29 22:18:37,BLE,F1E92329-585C-4B4D-AF8F-F891253C5EFD,,,3,,,,,RSSI:-71.0
2022-11-29 22:18:37,BLE,CC491B32-2750-4F83-AE4F-5E42EF253514,,,3,,,,,RSSI:-71.0
2022-11-29 22:18:38,BLE,38F4D9DB-E2A1-4323-BDAA-0D71A433EA43,,,3,,,,,RSSI:-66.0
2022-11-29 22:18:38,BLE,8FAE1A2A-97CA-4017-86B8-A54A03EB6EF0,,,3,,,,,RSSI:-69.0
