0,0
1,104
2,129
3,47
4,36
5,24
6,9
7,14
8,1
9,2
10,3
11,0
12,0
13,0
14,1
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,1
23,0
24,1
25,4
26,2
27,1
28,3
29,2
30,0
31,1
32,1
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
