time,sensor,id,detect,read,measure,share,visit,data
2020-08-11 20:08:37,BLE,70:E2:2E:FC:6A:38,,,3,,,RSSI:-74.0
2020-08-11 20:08:37,BLE,70:E2:2E:FC:6A:38,,,3,,,RSSI:-74.0
2020-08-11 20:08:37,BLE,70:E2:2E:FC:6A:38,,,3,,,RSSI:-74.0
2020-08-11 20:08:37,BLE,70:E2:2E:FC:6A:38,,,3,,,RSSI:-74.0
2020-08-11 20:08:40,BLE,70:E2:2E:FC:6A:38,,2,,,,Ku1nMg
2020-08-11 20:09:04,BLE,5A:6F:6C:BB:20:69,1,,,,,
2020-08-11 20:09:17,BLE,70:E2:2E:FC:6A:38,,,,4,,[]
2020-08-11 20:09:46,BLE,6A:1E:A0:08:E6:05,1,,,,,
2020-08-11 20:10:34,BLE,75:BB:02:EA:41:6A,1,,,,,
2020-08-11 20:10:42,BLE,70:E2:2E:FC:6A:38,,,,4,,[]
2020-08-11 20:10:45,BLE,7D:6B:6A:A3:E4:41,1,,,,,
2020-08-11 20:11:25,BLE,65:4C:24:8C:25:F2,1,,,,,
2020-08-11 20:12:22,BLE,70:E2:2E:FC:6A:38,,,,4,,[]
2020-08-11 20:12:44,BLE,6B:FC:6D:EC:38:E1,1,,,,,
2020-08-11 20:13:35,BLE,70:E2:2E:FC:6A:38,,,,4,,[]
2020-08-11 20:14:10,BLE,52:24:65:86:11:8E,1,,,,,
2020-08-11 20:15:12,BLE,70:E2:2E:FC:6A:38,,,,4,,[]
2020-08-11 20:15:32,BLE,5C:A3:B2:D4:CF:39,1,,,,,
2020-08-11 20:16:59,BLE,70:E2:2E:FC:6A:38,,,,4,,[]
2020-08-11 20:17:12,BLE,50:64:B0:95:64:51,1,,,,,
2020-08-11 20:17:18,BLE,6D:5E:CD:92:0E:BA,1,,,,,
2020-08-11 20:18:37,BLE,70:E2:2E:FC:6A:38,,,,4,,[]
2020-08-11 20:18:37,BLE,57:68:5B:FD:BD:96,1,,,,,
2020-08-11 20:19:44,BLE,70:E2:2E:FC:6A:38,,,,4,,[]
2020-08-11 20:20:06,BLE,61:36:77:1F:23:15,1,,,,,
2020-08-11 20:21:23,BLE,55:BE:E8:0F:2F:B0,1,,,,,
2020-08-11 20:21:37,BLE,70:E2:2E:FC:6A:38,,,,4,,[]
2020-08-11 20:23:17,BLE,4F:B6:F3:EE:B9:11,1,,,,,
2020-08-11 20:24:38,BLE,7E:30:2F:77:37:C4,1,,,,,
2020-08-11 20:25:26,BLE,51:8F:DF:C2:32:59,1,,,,,
2020-08-11 20:27:08,BLE,79:8A:FB:0E:CB:35,1,,,,,
2020-08-11 20:28:58,BLE,75:38:AC:C4:4B:11,1,,,,,
2020-08-11 20:30:31,BLE,5A:45:AD:3E:62:98,1,,,,,
2020-08-11 20:32:00,BLE,69:E8:94:EA:89:60,1,,,,,
2020-08-11 20:33:10,BLE,6F:F4:10:67:CA:FF,1,,,,,
2020-08-11 20:35:00,BLE,7A:CC:1B:EC:E9:5C,1,,,,,
2020-08-11 20:36:19,BLE,44:6C:62:F8:A4:38,1,,,,,
2020-08-11 20:37:43,BLE,65:8E:6C:6D:AC:C7,1,,,,,
2020-08-11 20:37:58,BLE,67:FA:7D:93:56:17,1,,,,,
2020-08-11 20:40:10,BLE,76:4C:E0:1B:D3:B5,1,,,,,
