time,rssi,distance
2021-01-13 20:34:10,-30.0,10
2021-01-13 20:34:12,-29.0,10
2021-01-13 20:34:14,-31.0,10
2021-01-13 20:34:16,-29.0,10
2021-01-13 20:34:19,-31.0,10
2021-01-13 20:34:21,-28.0,10
2021-01-13 20:34:23,-31.0,10
2021-01-13 20:34:27,-29.0,10
2021-01-13 20:34:29,-31.0,10
2021-01-13 20:34:31,-29.0,10
2021-01-13 20:34:33,-29.0,10
2021-01-13 20:34:38,-47.0,10
2021-01-13 20:34:40,-50.0,10
2021-01-13 20:34:42,-49.0,10
2021-01-13 20:34:44,-50.0,10
2021-01-13 20:34:46,-49.0,10
2021-01-13 20:34:48,-47.0,10
2021-01-13 20:34:51,-46.0,10
2021-01-13 20:34:53,-47.0,10
2021-01-13 20:34:55,-58.0,10
2021-01-13 20:34:57,-58.0,10
2021-01-13 20:34:59,-56.0,10
2021-01-13 20:35:01,-53.0,10
2021-01-13 20:35:03,-52.0,10
2021-01-13 20:35:06,-48.0,10
2021-01-13 20:35:10,-55.0,10
2021-01-13 20:35:12,-48.0,10
2021-01-13 20:35:14,-50.0,10
2021-01-13 20:35:16,-49.0,10
2021-01-13 20:35:18,-48.0,10
2021-01-13 20:35:21,-48.0,10
2021-01-13 20:35:23,-52.0,10
2021-01-13 20:35:25,-58.0,10
2021-01-13 20:35:27,-51.0,10
2021-01-13 20:35:29,-48.0,10
2021-01-13 20:35:33,-54.0,10
2021-01-13 20:35:36,-51.0,10
2021-01-13 20:35:38,-48.0,10
2021-01-13 20:35:40,-51.0,10
2021-01-13 20:35:42,-53.0,10
2021-01-13 20:35:44,-54.0,10
2021-01-13 20:35:46,-53.0,10
2021-01-13 20:35:48,-47.0,10
2021-01-13 20:35:51,-53.0,10
2021-01-13 20:35:55,-49.0,10
2021-01-13 20:35:57,-49.0,10
2021-01-13 20:35:59,-48.0,10
2021-01-13 20:36:01,-49.0,10
2021-01-13 20:36:03,-51.0,10
2021-01-13 20:36:06,-53.0,10
2021-01-13 20:36:08,-56.0,10
2021-01-13 20:36:10,-48.0,10
2021-01-13 20:36:12,-49.0,10
2021-01-13 20:36:14,-47.0,10
2021-01-13 20:36:18,-56.0,10
2021-01-13 20:36:21,-50.0,10
2021-01-13 20:36:23,-58.0,10
2021-01-13 20:36:27,-42.0,10
2021-01-13 20:36:29,-49.0,10
2021-01-13 20:36:31,-48.0,10
2021-01-13 20:36:33,-46.0,10
2021-01-13 20:36:35,-47.0,10
2021-01-13 20:36:40,-50.0,10
2021-01-13 20:36:44,-50.0,10
2021-01-13 20:36:46,-54.0,10
2021-01-13 20:36:50,-47.0,10
2021-01-13 20:36:52,-53.0,10
2021-01-13 20:36:54,-51.0,10
2021-01-13 20:36:58,-54.0,10
2021-01-13 20:37:01,-48.0,10
2021-01-13 20:37:05,-58.0,10
2021-01-13 20:37:07,-54.0,10
2021-01-13 20:37:09,-49.0,10
2021-01-13 20:37:11,-54.0,10
2021-01-13 20:37:13,-54.0,10
2021-01-13 20:37:16,-49.0,10
2021-01-13 20:37:18,-46.0,10
2021-01-13 20:37:20,-48.0,10
2021-01-13 20:37:22,-56.0,10
2021-01-13 20:37:24,-50.0,10
2021-01-13 20:37:26,-47.0,10
2021-01-13 20:37:28,-50.0,10
2021-01-13 20:37:31,-57.0,10
2021-01-13 20:37:33,-46.0,10
2021-01-13 20:37:35,-48.0,10
2021-01-13 20:37:37,-46.0,10
2021-01-13 20:37:39,-48.0,10
2021-01-13 20:37:41,-58.0,10
2021-01-13 20:37:44,-46.0,10
2021-01-13 20:37:46,-47.0,10
2021-01-13 20:37:50,-47.0,10
2021-01-13 20:37:52,-55.0,10
2021-01-13 20:37:56,-53.0,10
2021-01-13 20:37:58,-48.0,10
2021-01-13 20:38:00,-53.0,10
2021-01-13 20:38:02,-57.0,10
2021-01-13 20:38:05,-51.0,10
2021-01-13 20:38:09,-49.0,10
2021-01-13 20:38:11,-47.0,10
2021-01-13 20:38:13,-53.0,10
2021-01-13 20:38:15,-47.0,10
2021-01-13 20:38:19,-52.0,10
2021-01-13 20:38:22,-53.0,10
2021-01-13 20:38:24,-53.0,10
2021-01-13 20:38:26,-47.0,10
2021-01-13 20:38:30,-48.0,10
2021-01-13 20:38:32,-53.0,10
2021-01-13 20:38:34,-49.0,10
2021-01-13 20:38:36,-47.0,10
2021-01-13 20:38:39,-53.0,10
2021-01-13 20:38:43,-49.0,10
2021-01-13 20:38:45,-53.0,10
2021-01-13 20:38:47,-48.0,10
2021-01-13 20:38:51,-58.0,10
2021-01-13 20:38:53,-51.0,10
2021-01-13 20:38:55,-54.0,10
2021-01-13 20:39:00,-53.0,10
2021-01-13 20:39:02,-53.0,10
2021-01-13 20:39:06,-46.0,10
2021-01-13 20:39:08,-55.0,10
2021-01-13 20:39:10,-52.0,10
2021-01-13 20:39:14,-47.0,10
2021-01-13 20:39:17,-54.0,10
2021-01-13 20:39:19,-57.0,10
2021-01-13 20:39:23,-49.0,10
2021-01-13 20:39:25,-55.0,10
2021-01-13 20:39:27,-53.0,10
2021-01-13 20:39:29,-54.0,10
2021-01-13 20:39:31,-46.0,10
2021-01-13 20:39:34,-53.0,10
2021-01-13 20:39:36,-52.0,10
2021-01-13 20:39:38,-59.0,10
2021-01-13 20:39:40,-50.0,10
2021-01-13 20:39:42,-51.0,10
2021-01-13 20:39:44,-48.0,10
2021-01-13 20:39:47,-53.0,10
2021-01-13 20:39:49,-53.0,10
2021-01-13 20:39:53,-48.0,10
2021-01-13 20:39:57,-54.0,10
2021-01-13 20:39:59,-47.0,10
2021-01-13 20:40:03,-49.0,10
2021-01-13 20:40:06,-48.0,10
2021-01-13 20:40:08,-54.0,10
2021-01-13 20:40:12,-49.0,10
2021-01-13 20:40:14,-48.0,10
2021-01-13 20:40:18,-46.0,10
2021-01-13 20:40:20,-55.0,10
2021-01-13 20:40:25,-48.0,10
2021-01-13 20:40:27,-51.0,10
2021-01-13 20:40:29,-51.0,10
2021-01-13 20:40:31,-48.0,10
2021-01-13 20:40:33,-53.0,10
2021-01-13 20:40:35,-46.0,10
2021-01-13 20:40:40,-51.0,10
2021-01-13 20:40:42,-48.0,10
2021-01-13 20:40:46,-51.0,10
2021-01-13 20:40:48,-47.0,10
2021-01-13 20:40:50,-60.0,10
2021-01-13 20:40:52,-53.0,10
2021-01-13 20:40:54,-48.0,10
2021-01-13 20:40:56,-54.0,10
2021-01-13 20:40:59,-46.0,10
2021-01-13 20:41:01,-53.0,10
2021-01-13 20:41:03,-49.0,10
2021-01-13 20:41:05,-49.0,10
2021-01-13 20:41:07,-50.0,10
2021-01-13 20:41:09,-53.0,10
2021-01-13 20:41:11,-53.0,10
2021-01-13 20:41:14,-55.0,10
2021-01-13 20:41:16,-53.0,10
2021-01-13 20:41:20,-48.0,10
2021-01-13 20:41:22,-53.0,10
2021-01-13 20:41:24,-46.0,10
2021-01-13 20:41:28,-49.0,10
2021-01-13 20:41:31,-53.0,10
