time,rssi,distance
2021-01-09 23:42:51,-36.0,10
2021-01-09 23:42:53,-38.0,10
2021-01-09 23:42:56,-37.0,10
2021-01-09 23:43:00,-36.0,10
2021-01-09 23:43:01,-78.0,10
2021-01-09 23:43:02,-38.0,10
2021-01-09 23:43:06,-36.0,10
2021-01-09 23:43:08,-38.0,10
2021-01-09 23:43:13,-38.0,10
2021-01-09 23:43:17,-36.0,10
2021-01-09 23:43:22,-35.0,10
2021-01-09 23:43:25,-92.0,10
2021-01-09 23:43:28,-35.0,10
2021-01-09 23:43:34,-37.0,10
2021-01-09 23:43:36,-38.0,10
2021-01-09 23:43:38,-34.0,10
2021-01-09 23:43:40,-36.0,10
2021-01-09 23:43:45,-36.0,10
2021-01-09 23:43:47,-77.0,10
2021-01-09 23:43:50,-36.0,10
2021-01-09 23:43:54,-35.0,10
2021-01-09 23:43:58,-34.0,10
2021-01-09 23:44:02,-38.0,10
2021-01-09 23:44:09,-38.0,10
2021-01-09 23:44:13,-39.0,10
2021-01-09 23:44:20,-35.0,10
2021-01-09 23:44:20,-96.0,10
2021-01-09 23:44:24,-38.0,10
2021-01-09 23:44:31,-36.0,10
2021-01-09 23:44:36,-35.0,10
2021-01-09 23:44:38,-35.0,10
2021-01-09 23:44:47,-36.0,10
2021-01-09 23:44:47,-89.0,10
2021-01-09 23:44:52,-36.0,10
2021-01-09 23:45:00,-34.0,10
2021-01-09 23:45:04,-36.0,10
2021-01-09 23:45:09,-68.0,10
2021-01-09 23:45:09,-38.0,10
2021-01-09 23:45:11,-35.0,10
2021-01-09 23:45:14,-41.0,10
2021-01-09 23:45:20,-33.0,10
2021-01-09 23:45:24,-36.0,10
2021-01-09 23:45:29,-72.0,10
2021-01-09 23:45:30,-33.0,10
2021-01-09 23:45:35,-37.0,10
2021-01-09 23:45:48,-36.0,10
2021-01-09 23:45:50,-85.0,10
2021-01-09 23:45:54,-33.0,10
2021-01-09 23:46:03,-36.0,10
2021-01-09 23:46:08,-37.0,10
2021-01-09 23:46:09,-87.0,10
2021-01-09 23:46:17,-36.0,10
2021-01-09 23:46:24,-36.0,10
2021-01-09 23:46:26,-35.0,10
2021-01-09 23:46:28,-33.0,10
2021-01-09 23:46:31,-35.0,10
2021-01-09 23:46:33,-96.0,10
2021-01-09 23:46:35,-35.0,10
2021-01-09 23:46:39,-35.0,10
2021-01-09 23:46:44,-35.0,10
2021-01-09 23:46:52,-36.0,10
2021-01-09 23:46:56,-36.0,10
2021-01-09 23:46:58,-94.0,10
2021-01-09 23:47:05,-36.0,10
2021-01-09 23:47:11,-36.0,10
2021-01-09 23:47:17,-37.0,10
2021-01-09 23:47:19,-37.0,10
2021-01-09 23:47:20,-90.0,10
2021-01-09 23:47:22,-36.0,10
2021-01-09 23:47:24,-41.0,10
2021-01-09 23:47:29,-36.0,10
2021-01-09 23:47:33,-36.0,10
2021-01-09 23:47:37,-36.0,10
2021-01-09 23:47:40,-36.0,10
2021-01-09 23:47:45,-36.0,10
2021-01-09 23:47:49,-35.0,10
2021-01-09 23:47:52,-36.0,10
2021-01-09 23:47:54,-96.0,10
2021-01-09 23:47:59,-37.0,10
2021-01-09 23:48:12,-36.0,10
2021-01-09 23:48:15,-76.0,10
2021-01-09 23:48:16,-34.0,10
2021-01-09 23:48:18,-36.0,10
2021-01-09 23:48:21,-38.0,10
2021-01-09 23:48:23,-36.0,10
2021-01-09 23:48:25,-36.0,10
2021-01-09 23:48:30,-35.0,10
2021-01-09 23:48:34,-34.0,10
2021-01-09 23:48:38,-40.0,10
2021-01-09 23:48:40,-86.0,10
2021-01-09 23:48:44,-36.0,10
2021-01-09 23:48:48,-38.0,10
2021-01-09 23:48:53,-38.0,10
2021-01-09 23:49:03,-38.0,10
2021-01-09 23:49:08,-38.0,10
2021-01-09 23:49:13,-36.0,10
2021-01-09 23:49:15,-36.0,10
2021-01-09 23:49:19,-38.0,10
2021-01-09 23:49:19,-86.0,10
2021-01-09 23:49:24,-36.0,10
2021-01-09 23:49:31,-40.0,10
2021-01-09 23:49:37,-36.0,10
2021-01-09 23:49:39,-38.0,10
2021-01-09 23:49:41,-39.0,10
2021-01-09 23:49:43,-38.0,10
2021-01-09 23:49:46,-85.0,10
2021-01-09 23:49:47,-35.0,10
2021-01-09 23:49:52,-33.0,10
2021-01-09 23:50:02,-36.0,10
2021-01-09 23:50:08,-34.0,10
2021-01-09 23:50:14,-36.0,10
2021-01-09 23:50:16,-36.0,10
2021-01-09 23:50:21,-37.0,10
2021-01-09 23:50:21,-37.0,10
2021-01-09 23:50:25,-37.0,10
2021-01-09 23:50:27,-36.0,10
2021-01-09 23:50:29,-36.0,10
2021-01-09 23:50:31,-35.0,10
2021-01-09 23:50:33,-41.0,10
2021-01-09 23:50:37,-36.0,10
2021-01-09 23:50:40,-88.0,10
2021-01-09 23:50:42,-36.0,10
2021-01-09 23:50:46,-38.0,10
2021-01-09 23:50:51,-37.0,10
2021-01-09 23:50:55,-40.0,10
2021-01-09 23:50:59,-37.0,10
2021-01-09 23:51:14,-39.0,10
2021-01-09 23:51:18,-35.0,10
2021-01-09 23:51:22,-36.0,10
2021-01-09 23:51:26,-38.0,10
2021-01-09 23:51:28,-37.0,10
2021-01-09 23:51:32,-35.0,10
2021-01-09 23:51:36,-36.0,10
2021-01-09 23:51:38,-36.0,10
2021-01-09 23:51:40,-96.0,10
2021-01-09 23:51:40,-36.0,10
2021-01-09 23:51:42,-36.0,10
2021-01-09 23:51:44,-39.0,10
2021-01-09 23:51:47,-33.0,10
2021-01-09 23:51:49,-36.0,10
2021-01-09 23:51:51,-38.0,10
2021-01-09 23:51:55,-36.0,10
2021-01-09 23:51:59,-36.0,10
2021-01-09 23:52:01,-36.0,10
2021-01-09 23:52:04,-33.0,10
2021-01-09 23:52:06,-36.0,10
2021-01-09 23:52:08,-38.0,10
2021-01-09 23:52:08,-74.0,10
2021-01-09 23:52:10,-36.0,10
2021-01-09 23:52:14,-33.0,10
2021-01-09 23:52:19,-39.0,10
2021-01-09 23:52:23,-36.0,10
2021-01-09 23:52:25,-36.0,10
2021-01-09 23:52:27,-38.0,10
2021-01-09 23:52:30,-36.0,10
2021-01-09 23:52:32,-38.0,10
2021-01-09 23:52:34,-35.0,10
2021-01-09 23:52:40,-38.0,10
2021-01-09 23:52:43,-36.0,10
2021-01-09 23:52:43,-94.0,10
2021-01-09 23:52:45,-38.0,10
2021-01-09 23:52:47,-37.0,10
2021-01-09 23:52:51,-35.0,10
2021-01-09 23:52:53,-36.0,10
2021-01-09 23:52:56,-38.0,10
2021-01-09 23:53:02,-34.0,10
2021-01-09 23:53:07,-35.0,10
2021-01-09 23:53:09,-37.0,10
2021-01-09 23:53:13,-36.0,10
2021-01-09 23:53:18,-33.0,10
2021-01-09 23:53:23,-38.0,10
2021-01-09 23:53:27,-36.0,10
2021-01-09 23:53:29,-36.0,10
2021-01-09 23:53:31,-35.0,10
2021-01-09 23:53:36,-36.0,10
2021-01-09 23:53:40,-36.0,10
2021-01-09 23:53:42,-36.0,10
2021-01-09 23:53:44,-36.0,10
2021-01-09 23:53:46,-34.0,10
2021-01-09 23:53:48,-36.0,10
2021-01-09 23:54:01,-38.0,10
2021-01-09 23:54:03,-36.0,10
2021-01-09 23:54:08,-36.0,10
2021-01-09 23:54:12,-41.0,10
2021-01-09 23:54:14,-36.0,10
2021-01-09 23:54:18,-38.0,10
2021-01-09 23:54:23,-36.0,10
2021-01-09 23:54:25,-35.0,10
2021-01-09 23:54:27,-36.0,10
2021-01-09 23:54:31,-35.0,10
2021-01-09 23:54:33,-38.0,10
2021-01-09 23:54:36,-36.0,10
2021-01-09 23:54:38,-38.0,10
2021-01-09 23:54:40,-37.0,10
2021-01-09 23:54:42,-37.0,10
2021-01-09 23:54:44,-37.0,10
2021-01-09 23:54:46,-38.0,10
2021-01-09 23:54:51,-37.0,10
2021-01-09 23:54:53,-36.0,10
2021-01-09 23:54:55,-35.0,10
2021-01-09 23:54:59,-36.0,10
2021-01-09 23:55:01,-36.0,10
2021-01-09 23:55:06,-38.0,10
2021-01-09 23:55:10,-34.0,10
2021-01-09 23:55:12,-37.0,10
2021-01-09 23:55:14,-38.0,10
2021-01-09 23:55:17,-36.0,10
2021-01-09 23:55:21,-96.0,10
2021-01-09 23:55:21,-36.0,10
2021-01-09 23:55:25,-36.0,10
2021-01-09 23:55:27,-35.0,10
2021-01-09 23:55:31,-36.0,10
2021-01-09 23:55:36,-38.0,10
2021-01-09 23:55:38,-38.0,10
2021-01-09 23:55:43,-38.0,10
2021-01-09 23:55:47,-36.0,10
2021-01-09 23:55:54,-38.0,10
2021-01-09 23:55:55,-86.0,10
2021-01-09 23:55:58,-36.0,10
2021-01-09 23:56:04,-96.0,10
2021-01-09 23:56:04,-36.0,10
2021-01-09 23:56:07,-36.0,10
2021-01-09 23:56:09,-38.0,10
2021-01-09 23:56:11,-37.0,10
2021-01-09 23:56:13,-34.0,10
2021-01-09 23:56:15,-38.0,10
2021-01-09 23:56:17,-91.0,10
2021-01-09 23:56:19,-34.0,10
2021-01-09 23:56:24,-36.0,10
2021-01-09 23:56:28,-35.0,10
2021-01-09 23:56:30,-33.0,10
2021-01-09 23:56:32,-37.0,10
2021-01-09 23:56:40,-37.0,10
2021-01-09 23:56:42,-36.0,10
2021-01-09 23:56:42,-93.0,10
2021-01-09 23:56:44,-34.0,10
2021-01-09 23:56:44,-93.0,10
2021-01-09 23:56:46,-36.0,10
2021-01-09 23:56:48,-36.0,10
2021-01-09 23:56:50,-35.0,10
2021-01-09 23:57:03,-36.0,10
2021-01-09 23:57:06,-92.0,10
2021-01-09 23:57:07,-36.0,10
2021-01-09 23:57:10,-87.0,10
2021-01-09 23:57:14,-36.0,10
2021-01-09 23:57:18,-37.0,10
2021-01-09 23:57:20,-35.0,10
2021-01-09 23:57:22,-36.0,10
2021-01-09 23:57:26,-38.0,10
2021-01-09 23:57:31,-38.0,10
2021-01-09 23:57:35,-36.0,10
2021-01-09 23:57:36,-73.0,10
2021-01-09 23:57:39,-36.0,10
2021-01-09 23:57:44,-35.0,10
2021-01-09 23:57:48,-35.0,10
2021-01-09 23:57:50,-71.0,10
2021-01-09 23:57:52,-38.0,10
2021-01-09 23:57:54,-36.0,10
2021-01-09 23:57:58,-35.0,10
2021-01-09 23:57:59,-93.0,10
2021-01-09 23:58:08,-36.0,10
2021-01-09 23:58:12,-65.0,10
2021-01-09 23:58:13,-34.0,10
2021-01-09 23:58:20,-35.0,10
2021-01-09 23:58:22,-36.0,10
2021-01-09 23:58:26,-36.0,10
