time,rssi,distance
2021-01-09 23:42:49,-81.0,10
2021-01-09 23:42:50,-37.0,10
2021-01-09 23:42:53,-37.0,10
2021-01-09 23:42:57,-37.0,10
2021-01-09 23:43:02,-36.0,10
2021-01-09 23:43:06,-37.0,10
2021-01-09 23:43:10,-82.0,10
2021-01-09 23:43:11,-36.0,10
2021-01-09 23:43:13,-36.0,10
2021-01-09 23:43:19,-36.0,10
2021-01-09 23:43:24,-36.0,10
2021-01-09 23:43:30,-37.0,10
2021-01-09 23:43:33,-38.0,10
2021-01-09 23:43:34,-75.0,10
2021-01-09 23:43:37,-38.0,10
2021-01-09 23:43:39,-37.0,10
2021-01-09 23:43:41,-36.0,10
2021-01-09 23:43:45,-36.0,10
2021-01-09 23:43:52,-37.0,10
2021-01-09 23:43:54,-39.0,10
2021-01-09 23:43:56,-89.0,10
2021-01-09 23:43:59,-40.0,10
2021-01-09 23:44:03,-37.0,10
2021-01-09 23:44:07,-37.0,10
2021-01-09 23:44:15,-36.0,10
2021-01-09 23:44:21,-36.0,10
2021-01-09 23:44:21,-83.0,10
2021-01-09 23:44:26,-36.0,10
2021-01-09 23:44:31,-37.0,10
2021-01-09 23:44:35,-36.0,10
2021-01-09 23:44:39,-37.0,10
2021-01-09 23:44:44,-36.0,10
2021-01-09 23:44:48,-37.0,10
2021-01-09 23:44:51,-76.0,10
2021-01-09 23:44:54,-36.0,10
2021-01-09 23:44:59,-37.0,10
2021-01-09 23:45:06,-37.0,10
2021-01-09 23:45:10,-37.0,10
2021-01-09 23:45:17,-39.0,10
2021-01-09 23:45:21,-36.0,10
2021-01-09 23:45:23,-38.0,10
2021-01-09 23:45:29,-91.0,10
2021-01-09 23:45:31,-36.0,10
2021-01-09 23:45:33,-36.0,10
2021-01-09 23:45:37,-36.0,10
2021-01-09 23:45:42,-35.0,10
2021-01-09 23:45:44,-38.0,10
2021-01-09 23:45:46,-37.0,10
2021-01-09 23:45:50,-37.0,10
2021-01-09 23:45:50,-71.0,10
2021-01-09 23:45:57,-37.0,10
2021-01-09 23:45:59,-39.0,10
2021-01-09 23:46:05,-36.0,10
2021-01-09 23:46:10,-37.0,10
2021-01-09 23:46:21,-37.0,10
2021-01-09 23:46:27,-76.0,10
2021-01-09 23:46:28,-37.0,10
2021-01-09 23:46:33,-36.0,10
2021-01-09 23:46:40,-36.0,10
2021-01-09 23:46:47,-37.0,10
2021-01-09 23:46:49,-37.0,10
2021-01-09 23:46:54,-37.0,10
2021-01-09 23:46:58,-38.0,10
2021-01-09 23:46:59,-89.0,10
2021-01-09 23:47:03,-37.0,10
2021-01-09 23:47:09,-36.0,10
2021-01-09 23:47:14,-35.0,10
2021-01-09 23:47:21,-37.0,10
2021-01-09 23:47:25,-37.0,10
2021-01-09 23:47:30,-38.0,10
2021-01-09 23:47:35,-100.0,10
2021-01-09 23:47:38,-36.0,10
2021-01-09 23:47:42,-37.0,10
2021-01-09 23:47:53,-36.0,10
