time,rssi,distance
2021-01-08 14:23:50,-35.0,10
2021-01-08 14:23:53,-36.0,10
2021-01-08 14:23:55,-40.0,10
2021-01-08 14:23:57,-36.0,10
2021-01-08 14:23:59,-40.0,10
2021-01-08 14:24:01,-38.0,10
2021-01-08 14:24:03,-40.0,10
2021-01-08 14:24:06,-41.0,10
2021-01-08 14:24:08,-40.0,10
2021-01-08 14:24:10,-41.0,10
2021-01-08 14:24:12,-40.0,10
2021-01-08 14:24:14,-39.0,10
2021-01-08 14:24:16,-39.0,10
2021-01-08 14:24:18,-37.0,10
2021-01-08 14:24:23,-40.0,10
2021-01-08 14:24:25,-39.0,10
2021-01-08 14:24:27,-40.0,10
2021-01-08 14:24:29,-36.0,10
2021-01-08 14:24:31,-38.0,10
2021-01-08 14:24:33,-38.0,10
2021-01-08 14:24:35,-38.0,10
2021-01-08 14:24:38,-39.0,10
2021-01-08 14:24:40,-38.0,10
2021-01-08 14:24:42,-41.0,10
2021-01-08 14:24:44,-41.0,10
2021-01-08 14:24:46,-36.0,10
2021-01-08 14:24:48,-38.0,10
2021-01-08 14:24:53,-40.0,10
2021-01-08 14:24:55,-39.0,10
2021-01-08 14:24:57,-36.0,10
2021-01-08 14:24:59,-35.0,10
2021-01-08 14:25:01,-39.0,10
2021-01-08 14:25:03,-38.0,10
2021-01-08 14:25:06,-39.0,10
2021-01-08 14:25:08,-41.0,10
2021-01-08 14:25:12,-38.0,10
2021-01-08 14:25:14,-38.0,10
2021-01-08 14:25:16,-38.0,10
2021-01-08 14:25:18,-36.0,10
2021-01-08 14:25:21,-37.0,10
2021-01-08 14:25:23,-35.0,10
2021-01-08 14:25:25,-40.0,10
2021-01-08 14:25:27,-39.0,10
2021-01-08 14:25:29,-34.0,10
2021-01-08 14:25:31,-35.0,10
2021-01-08 14:25:33,-38.0,10
2021-01-08 14:25:36,-39.0,10
2021-01-08 14:25:40,-41.0,10
2021-01-08 14:25:42,-41.0,10
2021-01-08 14:25:44,-41.0,10
2021-01-08 14:25:46,-38.0,10
2021-01-08 14:25:48,-38.0,10
2021-01-08 14:25:50,-41.0,10
2021-01-08 14:25:53,-35.0,10
2021-01-08 14:25:55,-39.0,10
2021-01-08 14:25:57,-38.0,10
2021-01-08 14:25:59,-37.0,10
2021-01-08 14:26:01,-40.0,10
2021-01-08 14:26:03,-38.0,10
2021-01-08 14:26:05,-39.0,10
2021-01-08 14:26:08,-41.0,10
2021-01-08 14:26:10,-38.0,10
2021-01-08 14:26:12,-38.0,10
2021-01-08 14:26:14,-40.0,10
2021-01-08 14:26:16,-38.0,10
2021-01-08 14:26:18,-35.0,10
2021-01-08 14:26:21,-39.0,10
2021-01-08 14:26:25,-40.0,10
2021-01-08 14:26:27,-35.0,10
2021-01-08 14:26:29,-39.0,10
2021-01-08 14:26:31,-38.0,10
2021-01-08 14:26:35,-38.0,10
2021-01-08 14:26:38,-39.0,10
2021-01-08 14:26:42,-35.0,10
2021-01-08 14:26:44,-41.0,10
2021-01-08 14:26:46,-38.0,10
2021-01-08 14:26:48,-38.0,10
2021-01-08 14:26:50,-41.0,10
2021-01-08 14:26:53,-35.0,10
2021-01-08 14:26:57,-39.0,10
2021-01-08 14:26:59,-41.0,10
2021-01-08 14:27:01,-36.0,10
2021-01-08 14:27:03,-40.0,10
2021-01-08 14:27:05,-38.0,10
2021-01-08 14:27:08,-38.0,10
2021-01-08 14:27:10,-38.0,10
2021-01-08 14:27:12,-39.0,10
2021-01-08 14:27:14,-38.0,10
2021-01-08 14:27:16,-41.0,10
2021-01-08 14:27:18,-36.0,10
2021-01-08 14:27:20,-41.0,10
2021-01-08 14:27:23,-40.0,10
2021-01-08 14:27:25,-40.0,10
2021-01-08 14:27:27,-39.0,10
2021-01-08 14:27:29,-38.0,10
2021-01-08 14:27:31,-36.0,10
2021-01-08 14:27:33,-41.0,10
2021-01-08 14:27:35,-38.0,10
2021-01-08 14:27:38,-39.0,10
2021-01-08 14:27:40,-37.0,10
2021-01-08 14:27:44,-38.0,10
2021-01-08 14:27:46,-38.0,10
2021-01-08 14:27:48,-38.0,10
2021-01-08 14:27:50,-39.0,10
2021-01-08 14:27:52,-35.0,10
2021-01-08 14:27:54,-37.0,10
2021-01-08 14:27:57,-40.0,10
2021-01-08 14:27:59,-39.0,10
2021-01-08 14:28:01,-40.0,10
2021-01-08 14:28:03,-41.0,10
2021-01-08 14:28:05,-38.0,10
2021-01-08 14:28:07,-41.0,10
2021-01-08 14:28:12,-40.0,10
2021-01-08 14:28:14,-39.0,10
2021-01-08 14:28:18,-40.0,10
2021-01-08 14:28:20,-38.0,10
2021-01-08 14:28:22,-36.0,10
2021-01-08 14:28:24,-39.0,10
2021-01-08 14:28:26,-41.0,10
2021-01-08 14:28:31,-41.0,10
2021-01-08 14:28:33,-41.0,10
2021-01-08 14:28:37,-40.0,10
2021-01-08 14:28:39,-40.0,10
2021-01-08 14:28:41,-39.0,10
2021-01-08 14:28:43,-39.0,10
2021-01-08 14:28:45,-39.0,10
2021-01-08 14:28:48,-39.0,10
2021-01-08 14:28:50,-41.0,10
2021-01-08 14:28:54,-39.0,10
2021-01-08 14:28:56,-38.0,10
2021-01-08 14:28:58,-35.0,10
2021-01-08 14:29:00,-39.0,10
2021-01-08 14:29:02,-39.0,10
2021-01-08 14:29:04,-36.0,10
2021-01-08 14:29:09,-38.0,10
2021-01-08 14:29:11,-40.0,10
2021-01-08 14:29:13,-39.0,10
2021-01-08 14:29:15,-41.0,10
2021-01-08 14:29:17,-38.0,10
2021-01-08 14:29:19,-40.0,10
2021-01-08 14:29:21,-35.0,10
2021-01-08 14:29:24,-35.0,10
2021-01-08 14:29:26,-42.0,10
2021-01-08 14:29:28,-39.0,10
2021-01-08 14:29:32,-39.0,10
2021-01-08 14:29:34,-40.0,10
2021-01-08 14:29:36,-40.0,10
2021-01-08 14:29:38,-38.0,10
2021-01-08 14:29:41,-41.0,10
2021-01-08 14:29:43,-41.0,10
2021-01-08 14:29:45,-38.0,10
2021-01-08 14:29:47,-38.0,10
2021-01-08 14:29:49,-41.0,10
2021-01-08 14:29:51,-35.0,10
2021-01-08 14:29:53,-38.0,10
2021-01-08 14:29:56,-36.0,10
2021-01-08 14:29:58,-36.0,10
2021-01-08 14:30:00,-39.0,10
2021-01-08 14:30:04,-38.0,10
2021-01-08 14:30:06,-38.0,10
2021-01-08 14:30:08,-37.0,10
2021-01-08 14:30:10,-37.0,10
2021-01-08 14:30:12,-38.0,10
2021-01-08 14:30:17,-38.0,10
2021-01-08 14:30:19,-39.0,10
2021-01-08 14:30:21,-39.0,10
2021-01-08 14:30:23,-38.0,10
2021-01-08 14:30:25,-38.0,10
2021-01-08 14:30:27,-39.0,10
2021-01-08 14:30:30,-38.0,10
2021-01-08 14:30:32,-40.0,10
2021-01-08 14:30:34,-42.0,10
2021-01-08 14:30:38,-40.0,10
2021-01-08 14:30:40,-40.0,10
2021-01-08 14:30:42,-38.0,10
2021-01-08 14:30:44,-38.0,10
2021-01-08 14:30:46,-36.0,10
2021-01-08 14:30:51,-39.0,10
2021-01-08 14:30:53,-38.0,10
2021-01-08 14:30:57,-37.0,10
2021-01-08 14:30:59,-40.0,10
2021-01-08 14:31:01,-39.0,10
2021-01-08 14:31:03,-40.0,10
2021-01-08 14:31:05,-40.0,10
2021-01-08 14:31:07,-40.0,10
2021-01-08 14:31:10,-39.0,10
2021-01-08 14:31:14,-40.0,10
2021-01-08 14:31:16,-41.0,10
2021-01-08 14:31:18,-38.0,10
2021-01-08 14:31:20,-35.0,10
2021-01-08 14:31:22,-39.0,10
2021-01-08 14:31:24,-38.0,10
2021-01-08 14:31:27,-39.0,10
2021-01-08 14:31:29,-41.0,10
2021-01-08 14:31:31,-40.0,10
2021-01-08 14:31:35,-41.0,10
2021-01-08 14:31:37,-40.0,10
2021-01-08 14:31:39,-41.0,10
2021-01-08 14:31:41,-37.0,10
2021-01-08 14:31:44,-41.0,10
2021-01-08 14:31:46,-40.0,10
2021-01-08 14:31:48,-39.0,10
2021-01-08 14:31:50,-38.0,10
2021-01-08 14:31:52,-38.0,10
2021-01-08 14:31:54,-40.0,10
2021-01-08 14:31:56,-38.0,10
2021-01-08 14:31:58,-38.0,10
2021-01-08 14:32:00,-41.0,10
2021-01-08 14:32:02,-38.0,10
2021-01-08 14:32:05,-41.0,10
2021-01-08 14:32:09,-38.0,10
2021-01-08 14:32:11,-38.0,10
2021-01-08 14:32:13,-39.0,10
2021-01-08 14:32:15,-36.0,10
2021-01-08 14:32:18,-40.0,10
2021-01-08 14:32:20,-36.0,10
2021-01-08 14:32:22,-38.0,10
2021-01-08 14:32:24,-38.0,10
2021-01-08 14:32:26,-39.0,10
2021-01-08 14:32:28,-40.0,10
2021-01-08 14:32:30,-41.0,10
2021-01-08 14:32:32,-38.0,10
2021-01-08 14:32:37,-40.0,10
2021-01-08 14:32:39,-35.0,10
2021-01-08 14:32:41,-38.0,10
2021-01-08 14:32:43,-36.0,10
2021-01-08 14:32:45,-38.0,10
2021-01-08 14:32:47,-41.0,10
2021-01-08 14:32:49,-38.0,10
2021-01-08 14:32:52,-41.0,10
2021-01-08 14:32:54,-38.0,10
2021-01-08 14:32:56,-37.0,10
2021-01-08 14:33:00,-39.0,10
2021-01-08 14:33:02,-40.0,10
2021-01-08 14:33:04,-40.0,10
2021-01-08 14:33:07,-39.0,10
2021-01-08 14:33:09,-36.0,10
2021-01-08 14:33:11,-40.0,10
2021-01-08 14:33:15,-39.0,10
2021-01-08 14:33:17,-38.0,10
2021-01-08 14:33:19,-38.0,10
2021-01-08 14:33:21,-37.0,10
2021-01-08 14:33:23,-39.0,10
2021-01-08 14:33:26,-35.0,10
2021-01-08 14:33:30,-36.0,10
2021-01-08 14:33:32,-41.0,10
2021-01-08 14:33:34,-41.0,10
2021-01-08 14:33:36,-38.0,10
2021-01-08 14:33:38,-41.0,10
2021-01-08 14:33:40,-39.0,10
2021-01-08 14:33:43,-41.0,10
2021-01-08 14:33:47,-41.0,10
2021-01-08 14:33:49,-36.0,10
2021-01-08 14:33:51,-41.0,10
2021-01-08 14:33:53,-39.0,10
2021-01-08 14:33:55,-39.0,10
2021-01-08 14:33:58,-36.0,10
2021-01-08 14:34:00,-40.0,10
2021-01-08 14:34:02,-38.0,10
2021-01-08 14:34:04,-41.0,10
2021-01-08 14:34:06,-41.0,10
2021-01-08 14:34:08,-40.0,10
2021-01-08 14:34:11,-41.0,10
2021-01-08 14:34:13,-38.0,10
2021-01-08 14:34:15,-41.0,10
2021-01-08 14:34:17,-40.0,10
2021-01-08 14:34:19,-41.0,10
2021-01-08 14:34:21,-38.0,10
2021-01-08 14:34:23,-37.0,10
2021-01-08 14:34:26,-38.0,10
2021-01-08 14:34:30,-34.0,10
2021-01-08 14:34:34,-39.0,10
2021-01-08 14:34:38,-39.0,10
2021-01-08 14:34:42,-38.0,10
2021-01-08 14:34:45,-42.0,10
2021-01-08 14:34:47,-41.0,10
2021-01-08 14:34:49,-39.0,10
2021-01-08 14:34:51,-39.0,10
2021-01-08 14:34:53,-35.0,10
2021-01-08 14:34:55,-37.0,10
2021-01-08 14:34:57,-38.0,10
2021-01-08 14:34:59,-38.0,10
2021-01-08 14:35:04,-39.0,10
2021-01-08 14:35:06,-38.0,10
2021-01-08 14:35:08,-38.0,10
2021-01-08 14:35:10,-38.0,10
2021-01-08 14:35:12,-42.0,10
2021-01-08 14:35:15,-41.0,10
2021-01-08 14:35:17,-36.0,10
2021-01-08 14:35:19,-39.0,10
2021-01-08 14:35:23,-36.0,10
2021-01-08 14:35:25,-39.0,10
2021-01-08 14:35:27,-41.0,10
2021-01-08 14:35:29,-38.0,10
2021-01-08 14:35:31,-39.0,10
2021-01-08 14:35:36,-41.0,10
2021-01-08 14:35:38,-36.0,10
2021-01-08 14:35:42,-34.0,10
2021-01-08 14:35:44,-39.0,10
2021-01-08 14:35:46,-39.0,10
2021-01-08 14:35:48,-37.0,10
2021-01-08 14:35:51,-40.0,10
2021-01-08 14:35:55,-38.0,10
2021-01-08 14:35:57,-38.0,10
2021-01-08 14:35:59,-41.0,10
2021-01-08 14:36:01,-37.0,10
2021-01-08 14:36:03,-37.0,10
2021-01-08 14:36:05,-39.0,10
2021-01-08 14:36:08,-40.0,10
2021-01-08 14:36:10,-40.0,10
2021-01-08 14:36:12,-38.0,10
2021-01-08 14:36:14,-39.0,10
2021-01-08 14:36:16,-40.0,10
2021-01-08 14:36:18,-40.0,10
2021-01-08 14:36:20,-39.0,10
2021-01-08 14:36:23,-40.0,10
2021-01-08 14:36:27,-36.0,10
2021-01-08 14:36:29,-39.0,10
2021-01-08 14:36:31,-41.0,10
2021-01-08 14:36:33,-40.0,10
2021-01-08 14:36:35,-39.0,10
2021-01-08 14:36:37,-35.0,10
2021-01-08 14:36:42,-36.0,10
2021-01-08 14:36:44,-38.0,10
2021-01-08 14:36:46,-39.0,10
2021-01-08 14:36:48,-41.0,10
2021-01-08 14:36:50,-36.0,10
2021-01-08 14:36:52,-41.0,10
2021-01-08 14:36:54,-38.0,10
2021-01-08 14:36:57,-40.0,10
2021-01-08 14:37:01,-40.0,10
2021-01-08 14:37:03,-38.0,10
2021-01-08 14:37:05,-39.0,10
2021-01-08 14:37:07,-38.0,10
2021-01-08 14:37:09,-38.0,10
2021-01-08 14:37:11,-38.0,10
2021-01-08 14:37:16,-36.0,10
2021-01-08 14:37:18,-38.0,10
2021-01-08 14:37:20,-36.0,10
2021-01-08 14:37:22,-35.0,10
2021-01-08 14:37:24,-39.0,10
2021-01-08 14:37:26,-38.0,10
2021-01-08 14:37:31,-35.0,10
2021-01-08 14:37:33,-38.0,10
2021-01-08 14:37:35,-38.0,10
2021-01-08 14:37:37,-38.0,10
2021-01-08 14:37:39,-39.0,10
2021-01-08 14:37:41,-40.0,10
2021-01-08 14:37:43,-38.0,10
2021-01-08 14:37:46,-41.0,10
2021-01-08 14:37:48,-38.0,10
2021-01-08 14:37:50,-38.0,10
2021-01-08 14:37:52,-41.0,10
2021-01-08 14:37:54,-41.0,10
2021-01-08 14:37:56,-39.0,10
2021-01-08 14:37:58,-40.0,10
2021-01-08 14:38:01,-39.0,10
2021-01-08 14:38:03,-38.0,10
2021-01-08 14:38:05,-41.0,10
2021-01-08 14:38:07,-38.0,10
2021-01-08 14:38:09,-39.0,10
