time,rssi,distance
2021-01-07 22:42:55,-32.0,10
2021-01-07 22:42:57,-39.0,10
2021-01-07 22:42:59,-40.0,10
2021-01-07 22:43:02,-40.0,10
2021-01-07 22:43:04,-39.0,10
2021-01-07 22:43:06,-37.0,10
2021-01-07 22:43:10,-35.0,10
2021-01-07 22:43:13,-68.0,10
2021-01-07 22:43:15,-64.0,10
2021-01-07 22:43:18,-70.0,10
2021-01-07 22:43:20,-64.0,10
2021-01-07 22:43:23,-48.0,10
2021-01-07 22:43:25,-48.0,10
2021-01-07 22:43:27,-56.0,10
2021-01-07 22:43:30,-66.0,10
2021-01-07 22:43:32,-57.0,10
2021-01-07 22:43:34,-56.0,10
2021-01-07 22:43:37,-69.0,10
2021-01-07 22:43:39,-69.0,10
2021-01-07 22:43:42,-58.0,10
2021-01-07 22:43:44,-64.0,10
2021-01-07 22:43:46,-56.0,10
2021-01-07 22:43:48,-56.0,10
2021-01-07 22:43:51,-57.0,10
2021-01-07 22:43:53,-54.0,10
2021-01-07 22:43:55,-56.0,10
2021-01-07 22:43:58,-52.0,10
2021-01-07 22:44:00,-60.0,10
2021-01-07 22:44:02,-57.0,10
2021-01-07 22:44:04,-56.0,10
2021-01-07 22:44:07,-56.0,10
2021-01-07 22:44:09,-57.0,10
2021-01-07 22:44:11,-52.0,10
2021-01-07 22:44:14,-57.0,10
2021-01-07 22:44:16,-53.0,10
2021-01-07 22:44:18,-53.0,10
2021-01-07 22:44:20,-56.0,10
2021-01-07 22:44:23,-58.0,10
2021-01-07 22:44:25,-59.0,10
2021-01-07 22:44:27,-57.0,10
2021-01-07 22:44:30,-59.0,10
2021-01-07 22:44:32,-56.0,10
2021-01-07 22:44:34,-54.0,10
2021-01-07 22:44:37,-57.0,10
2021-01-07 22:44:39,-57.0,10
2021-01-07 22:44:42,-56.0,10
2021-01-07 22:44:45,-59.0,10
2021-01-07 22:44:47,-59.0,10
2021-01-07 22:44:49,-52.0,10
2021-01-07 22:44:51,-59.0,10
2021-01-07 22:44:54,-56.0,10
2021-01-07 22:44:56,-57.0,10
2021-01-07 22:44:58,-59.0,10
2021-01-07 22:45:01,-58.0,10
2021-01-07 22:45:03,-61.0,10
2021-01-07 22:45:05,-54.0,10
2021-01-07 22:45:08,-63.0,10
2021-01-07 22:45:11,-62.0,10
2021-01-07 22:45:14,-54.0,10
2021-01-07 22:45:16,-62.0,10
2021-01-07 22:45:18,-63.0,10
2021-01-07 22:45:20,-63.0,10
2021-01-07 22:45:23,-63.0,10
2021-01-07 22:45:26,-54.0,10
2021-01-07 22:45:28,-54.0,10
2021-01-07 22:45:31,-55.0,10
2021-01-07 22:45:33,-63.0,10
2021-01-07 22:45:35,-63.0,10
2021-01-07 22:45:38,-61.0,10
2021-01-07 22:45:40,-63.0,10
2021-01-07 22:45:43,-62.0,10
2021-01-07 22:45:45,-54.0,10
2021-01-07 22:45:47,-54.0,10
2021-01-07 22:45:50,-63.0,10
2021-01-07 22:45:52,-62.0,10
2021-01-07 22:45:54,-54.0,10
2021-01-07 22:45:56,-55.0,10
2021-01-07 22:45:59,-54.0,10
2021-01-07 22:46:01,-55.0,10
2021-01-07 22:46:03,-63.0,10
2021-01-07 22:46:06,-54.0,10
2021-01-07 22:46:08,-62.0,10
2021-01-07 22:46:10,-54.0,10
2021-01-07 22:46:13,-63.0,10
2021-01-07 22:46:15,-54.0,10
2021-01-07 22:46:18,-54.0,10
2021-01-07 22:46:20,-62.0,10
2021-01-07 22:46:22,-62.0,10
2021-01-07 22:46:25,-63.0,10
2021-01-07 22:46:27,-63.0,10
2021-01-07 22:46:30,-61.0,10
2021-01-07 22:46:32,-63.0,10
2021-01-07 22:46:34,-54.0,10
2021-01-07 22:46:37,-54.0,10
2021-01-07 22:46:39,-61.0,10
2021-01-07 22:46:41,-63.0,10
2021-01-07 22:46:43,-62.0,10
2021-01-07 22:46:46,-62.0,10
2021-01-07 22:46:48,-63.0,10
2021-01-07 22:46:51,-61.0,10
2021-01-07 22:46:53,-54.0,10
2021-01-07 22:46:55,-54.0,10
2021-01-07 22:46:58,-62.0,10
2021-01-07 22:47:00,-63.0,10
2021-01-07 22:47:03,-63.0,10
2021-01-07 22:47:05,-63.0,10
2021-01-07 22:47:07,-62.0,10
2021-01-07 22:47:10,-61.0,10
2021-01-07 22:47:13,-54.0,10
2021-01-07 22:47:15,-54.0,10
2021-01-07 22:47:17,-63.0,10
2021-01-07 22:47:20,-62.0,10
2021-01-07 22:47:22,-62.0,10
2021-01-07 22:47:24,-54.0,10
2021-01-07 22:47:27,-54.0,10
2021-01-07 22:47:29,-62.0,10
2021-01-07 22:47:32,-63.0,10
2021-01-07 22:47:34,-62.0,10
2021-01-07 22:47:36,-63.0,10
2021-01-07 22:47:39,-63.0,10
2021-01-07 22:47:41,-62.0,10
2021-01-07 22:47:43,-63.0,10
2021-01-07 22:47:46,-63.0,10
2021-01-07 22:47:48,-62.0,10
2021-01-07 22:47:50,-54.0,10
